data,ora,open,high,low,close,volume
2013.04.03,00:00,1.51041,1.51580,1.50750,1.51319,121096
2013.04.04,00:00,1.51319,1.52453,1.50332,1.52280,161588
2013.04.05,00:00,1.52285,1.53630,1.51990,1.53347,141732
2013.04.08,00:00,1.53282,1.53502,1.52397,1.52646,125632
2013.04.09,00:00,1.52646,1.53413,1.52499,1.53187,141396
2013.04.10,00:00,1.53187,1.53430,1.52927,1.53268,123952
2013.04.11,00:00,1.53268,1.54113,1.53181,1.53850,144032
2013.04.12,00:00,1.53845,1.54094,1.53374,1.53421,130932
2013.04.15,00:00,1.53381,1.53847,1.52698,1.52918,159932
2013.04.16,00:00,1.52920,1.53788,1.52724,1.53659,174212
2013.04.17,00:00,1.53659,1.53688,1.52160,1.52412,177776
2013.04.18,00:00,1.52412,1.53124,1.52176,1.52797,164256
2013.04.19,00:00,1.52796,1.53675,1.52239,1.52288,146932
2013.04.22,00:00,1.52304,1.52952,1.52032,1.52866,130468
2013.04.23,00:00,1.52873,1.52973,1.51963,1.52362,145436
2013.04.24,00:00,1.52362,1.52871,1.52265,1.52656,121568
2013.04.25,00:00,1.52659,1.54797,1.52644,1.54341,139028
2013.04.26,00:00,1.54341,1.54984,1.54185,1.54746,117964
2013.04.29,00:00,1.54834,1.55457,1.54766,1.54932,104792
2013.04.30,00:00,1.54932,1.55673,1.54675,1.55350,114784
2013.05.01,00:00,1.55350,1.56051,1.55259,1.55541,107124
2013.05.02,00:00,1.55546,1.55904,1.54963,1.55324,134080
2013.05.03,00:00,1.55324,1.56014,1.54802,1.55723,123776
2013.05.06,00:00,1.55661,1.55976,1.55205,1.55393,75900
2013.05.07,00:00,1.55395,1.55518,1.54461,1.54811,99396
2013.05.08,00:00,1.54811,1.55911,1.54703,1.55407,121544
2013.05.09,00:00,1.55407,1.55875,1.54256,1.54473,143888
2013.05.10,00:00,1.54474,1.54571,1.53138,1.53635,154896
2013.05.13,00:00,1.53550,1.53845,1.52774,1.53021,149448
2013.05.14,00:00,1.53024,1.53306,1.52068,1.52184,163932
2013.05.15,00:00,1.52183,1.52720,1.51730,1.52254,170616
2013.05.16,00:00,1.52255,1.53219,1.51970,1.52733,157292
2013.05.17,00:00,1.52733,1.52805,1.51576,1.51666,150124
2013.05.20,00:00,1.51911,1.52808,1.51656,1.52576,130660
2013.05.21,00:00,1.52576,1.52761,1.51124,1.51504,158892
2013.05.22,00:00,1.51504,1.51733,1.50194,1.50426,184108
2013.05.23,00:00,1.50426,1.51281,1.50133,1.51082,178988
2013.05.24,00:00,1.51078,1.51424,1.50636,1.51250,135116
2013.05.27,00:00,1.51289,1.51560,1.50866,1.51102,62824
2013.05.28,00:00,1.51102,1.51345,1.50260,1.50341,136044
2013.05.29,00:00,1.50341,1.51454,1.50077,1.51266,149608
2013.05.30,00:00,1.51265,1.52366,1.51105,1.52332,161404
2013.05.31,00:00,1.52317,1.52394,1.51400,1.51977,155176
2013.06.03,00:00,1.51961,1.53754,1.51917,1.53181,145200
2013.06.04,00:00,1.53184,1.53424,1.52730,1.53151,135548
2013.06.05,00:00,1.53150,1.54085,1.52909,1.54058,162620
2013.06.06,00:00,1.54058,1.56837,1.53809,1.55813,175708
2013.06.07,00:00,1.55819,1.56175,1.54881,1.55544,177056
2013.06.10,00:00,1.55330,1.55860,1.54942,1.55721,145448
2013.06.11,00:00,1.55721,1.56525,1.55203,1.56444,181404
2013.06.12,00:00,1.56444,1.56996,1.56330,1.56772,148868
2013.06.13,00:00,1.56774,1.57373,1.56443,1.57186,157768
2013.06.14,00:00,1.57182,1.57182,1.56161,1.57067,139832
2013.06.17,00:00,1.57117,1.57515,1.56805,1.57173,84496
2013.06.18,00:00,1.57173,1.57221,1.55650,1.56393,89220
2013.06.19,00:00,1.56391,1.56771,1.54493,1.54876,95348
2013.06.20,00:00,1.54879,1.55164,1.54142,1.55042,130912
2013.06.21,00:00,1.55042,1.55300,1.53680,1.54190,111968
2013.06.24,00:00,1.53904,1.54649,1.53430,1.54353,116056
2013.06.25,00:00,1.54345,1.54772,1.53972,1.54237,106148
2013.06.26,00:00,1.54237,1.54401,1.52972,1.53140,101976
2013.06.27,00:00,1.53138,1.53458,1.52015,1.52578,95164
2013.06.28,00:00,1.52579,1.52788,1.51654,1.52105,96376
2013.07.01,00:00,1.52064,1.52487,1.51830,1.52162,72804
2013.07.02,00:00,1.52162,1.52380,1.51362,1.51529,79448
2013.07.03,00:00,1.51528,1.53042,1.51295,1.52790,94292
2013.07.04,00:00,1.52789,1.52830,1.50550,1.50714,93128
2013.07.05,00:00,1.50714,1.50772,1.48570,1.48860,110968
2013.07.08,00:00,1.48777,1.49659,1.48582,1.49485,77020
2013.07.09,00:00,1.49487,1.49807,1.48130,1.48653,101728
2013.07.10,00:00,1.48648,1.50668,1.48450,1.50620,111956
2013.07.11,00:00,1.50620,1.52219,1.50336,1.51835,148156
2013.07.12,00:00,1.51834,1.51883,1.50761,1.51094,88764
2013.07.15,00:00,1.51077,1.51261,1.50276,1.51002,86840
2013.07.16,00:00,1.51005,1.51688,1.50444,1.51466,102896
2013.07.17,00:00,1.51465,1.52676,1.50791,1.52139,118244
2013.07.18,00:00,1.52139,1.52416,1.51574,1.52281,99632
2013.07.19,00:00,1.52281,1.52816,1.51965,1.52669,86956
2013.07.22,00:00,1.52622,1.53842,1.52576,1.53558,160260
2013.07.23,00:00,1.53557,1.53916,1.53260,1.53721,165904
2013.07.24,00:00,1.53726,1.53895,1.52889,1.53150,176600
2013.07.25,00:00,1.53156,1.54344,1.52631,1.53819,187068
2013.07.26,00:00,1.53823,1.54165,1.53558,1.53818,157844
2013.07.29,00:00,1.53820,1.54133,1.53283,1.53409,79972
2013.07.30,00:00,1.53409,1.53536,1.52238,1.52372,84296
2013.07.31,00:00,1.52372,1.52540,1.51260,1.51971,106144
2013.08.01,00:00,1.51976,1.52425,1.51100,1.51166,108416
2013.08.02,00:00,1.51176,1.53086,1.51020,1.52943,106964
2013.08.05,00:00,1.52826,1.53783,1.52591,1.53546,87712
2013.08.06,00:00,1.53546,1.53921,1.53316,1.53487,85728
2013.08.07,00:00,1.53489,1.55311,1.52047,1.54884,114492
2013.08.08,00:00,1.54884,1.55741,1.54847,1.55368,90076
2013.08.09,00:00,1.55365,1.55587,1.54971,1.54978,74784
2013.08.12,00:00,1.55007,1.55219,1.54568,1.54615,71712
2013.08.13,00:00,1.54615,1.55120,1.54270,1.54469,98212
2013.08.14,00:00,1.54470,1.55466,1.54221,1.55033,102568
2013.08.15,00:00,1.55033,1.56519,1.55019,1.56435,124164
2013.08.16,00:00,1.56434,1.56565,1.56074,1.56263,94044
2013.08.19,00:00,1.56292,1.56728,1.56095,1.56470,86648
2013.08.20,00:00,1.56470,1.56953,1.56284,1.56626,96644
2013.08.21,00:00,1.56626,1.57171,1.56374,1.56561,103440
2013.08.22,00:00,1.56561,1.56594,1.55629,1.55847,97736
2013.08.23,00:00,1.55849,1.56375,1.55389,1.55667,98376
2013.08.26,00:00,1.55751,1.56115,1.55565,1.55779,57080
2013.08.27,00:00,1.55779,1.55921,1.54818,1.55434,94044
2013.08.28,00:00,1.55433,1.55523,1.54288,1.55254,100736
2013.08.29,00:00,1.55260,1.55481,1.54820,1.55007,88700
2013.08.30,00:00,1.55011,1.55275,1.54623,1.55038,79440
2013.09.02,00:00,1.55200,1.55934,1.55053,1.55464,70760
2013.09.03,00:00,1.55465,1.56021,1.55215,1.55576,87420
2013.09.04,00:00,1.55586,1.56474,1.55554,1.56233,83308
2013.09.05,00:00,1.56231,1.56667,1.55720,1.55878,93580
2013.09.06,00:00,1.55878,1.56807,1.55630,1.56272,81696
2013.09.09,00:00,1.56275,1.57326,1.56260,1.56929,64432
2013.09.10,00:00,1.56928,1.57441,1.56853,1.57315,69032
2013.09.11,00:00,1.57315,1.58287,1.57184,1.58221,90336
2013.09.12,00:00,1.58225,1.58393,1.57748,1.58062,81232
2013.09.13,00:00,1.58068,1.58844,1.57755,1.58721,75860
2013.09.16,00:00,1.59447,1.59628,1.58935,1.58970,71032
2013.09.17,00:00,1.58969,1.59360,1.58850,1.59066,75920
2013.09.18,00:00,1.59066,1.61631,1.58918,1.61341,111372
2013.09.19,00:00,1.61341,1.61466,1.60228,1.60296,106736
2013.09.20,00:00,1.60296,1.60664,1.59862,1.60027,83948
2013.09.23,00:00,1.59978,1.60724,1.59972,1.60415,72404
2013.09.24,00:00,1.60415,1.60439,1.59555,1.60012,72064
2013.09.25,00:00,1.60009,1.60878,1.59793,1.60775,79028
2013.09.26,00:00,1.60777,1.60959,1.59993,1.60374,73916
2013.09.27,00:00,1.60373,1.61468,1.60294,1.61359,77620
2013.09.30,00:00,1.61407,1.62026,1.61281,1.61835,87768
2013.10.01,00:00,1.61837,1.62600,1.61820,1.61906,95640
2013.10.02,00:00,1.61906,1.62503,1.61621,1.62288,95132
2013.10.03,00:00,1.62288,1.62408,1.61545,1.61583,84648
2013.10.04,00:00,1.61583,1.61774,1.60055,1.60060,77404
2013.10.07,00:00,1.60262,1.61000,1.60256,1.60891,68512
2013.10.08,00:00,1.60889,1.61243,1.60196,1.60830,78956
2013.10.09,00:00,1.60830,1.61212,1.59160,1.59520,100952
2013.10.10,00:00,1.59520,1.59788,1.59139,1.59715,86104
2013.10.11,00:00,1.59715,1.60013,1.59236,1.59485,71076
2013.10.14,00:00,1.59682,1.60180,1.59542,1.59800,58216
2013.10.15,00:00,1.59785,1.60089,1.59149,1.59969,92184
2013.10.16,00:00,1.59968,1.60571,1.58940,1.59554,94560
2013.10.17,00:00,1.59554,1.61720,1.59399,1.61609,124244
2013.10.18,00:00,1.61611,1.62250,1.61417,1.61640,72172
2013.10.21,00:00,1.61737,1.61805,1.61320,1.61431,56372
2013.10.22,00:00,1.61441,1.62477,1.61157,1.62291,74580
2013.10.23,00:00,1.62300,1.62565,1.61196,1.61640,92160
2013.10.24,00:00,1.61647,1.62229,1.61376,1.62013,100796
2013.10.25,00:00,1.62015,1.62467,1.61502,1.61621,91640
2013.10.28,00:00,1.61722,1.62080,1.61244,1.61363,73880
2013.10.29,00:00,1.61370,1.61440,1.60225,1.60506,99148
2013.10.30,00:00,1.60504,1.60780,1.59984,1.60265,108236
2013.10.31,00:00,1.60266,1.60683,1.60056,1.60427,113548
2013.11.01,00:00,1.60428,1.60463,1.59087,1.59215,93504
2013.11.04,00:00,1.59274,1.59779,1.59033,1.59643,70672
2013.11.05,00:00,1.59644,1.60626,1.59483,1.60461,95604
2013.11.06,00:00,1.60461,1.61177,1.60417,1.60805,87644
2013.11.07,00:00,1.60804,1.61139,1.60092,1.60936,120792
2013.11.08,00:00,1.60936,1.61049,1.59571,1.60178,103424
2013.11.11,00:00,1.60014,1.60216,1.59650,1.59871,71668
2013.11.12,00:00,1.59872,1.59918,1.58540,1.58949,98504
2013.11.13,00:00,1.58947,1.60661,1.58781,1.60399,107760
2013.11.14,00:00,1.60409,1.61011,1.59882,1.60615,114312
2013.11.15,00:00,1.60610,1.61342,1.60480,1.61159,88252
2013.11.18,00:00,1.61208,1.61485,1.60814,1.61081,84032
2013.11.19,00:00,1.61083,1.61321,1.60590,1.61161,102512
2013.11.20,00:00,1.61156,1.61780,1.60873,1.61018,120664
2013.11.21,00:00,1.61018,1.62015,1.60722,1.61927,119196
2013.11.22,00:00,1.61927,1.62259,1.61761,1.62243,95436
2013.11.25,00:00,1.62347,1.62400,1.61329,1.61628,88868
2013.11.26,00:00,1.61629,1.62191,1.61385,1.62112,85060
2013.11.27,00:00,1.62109,1.63305,1.61975,1.62867,104244
2013.11.28,00:00,1.62867,1.63574,1.62767,1.63350,80964
2013.11.29,00:00,1.63344,1.63841,1.63136,1.63622,103516
2013.12.02,00:00,1.63746,1.64418,1.63428,1.63509,109436
2013.12.03,00:00,1.63525,1.64365,1.63460,1.63853,96872
2013.12.04,00:00,1.63853,1.64036,1.63270,1.63796,123848
2013.12.05,00:00,1.63796,1.64034,1.63000,1.63387,121096
2013.12.06,00:00,1.63386,1.63928,1.62921,1.63461,106704
2013.12.09,00:00,1.63464,1.64323,1.63226,1.64218,77604
2013.12.10,00:00,1.64217,1.64657,1.64189,1.64457,80636
2013.12.11,00:00,1.64458,1.64573,1.63392,1.63753,83172
2013.12.12,00:00,1.63754,1.64180,1.63207,1.63433,83940
2013.12.13,00:00,1.63428,1.63597,1.62625,1.62960,79492
2013.12.16,00:00,1.63008,1.63486,1.62890,1.62967,79228
2013.12.17,00:00,1.62967,1.63359,1.62189,1.62728,78460
2013.12.18,00:00,1.62724,1.64836,1.62694,1.63826,112272
2013.12.19,00:00,1.63822,1.63953,1.63350,1.63630,83888
2013.12.20,00:00,1.63635,1.63948,1.63157,1.63285,85428
2013.12.23,00:00,1.63309,1.63749,1.63231,1.63465,62972
2013.12.24,00:00,1.63465,1.63814,1.63222,1.63479,44384
2013.12.25,00:00,1.63523,1.63585,1.63351,1.63495,2576
2013.12.26,00:00,1.63494,1.64378,1.63459,1.64120,53808
2013.12.27,00:00,1.64120,1.65772,1.64054,1.64807,97064
2013.12.30,00:00,1.64919,1.65324,1.64599,1.64921,70868
2013.12.31,00:00,1.64917,1.65790,1.64743,1.65501,66176
2014.01.01,00:00,1.65616,1.65778,1.65529,1.65778,868
2014.01.02,00:00,1.65765,1.66031,1.64111,1.64463,107344
2014.01.03,00:00,1.64468,1.64737,1.63950,1.64171,105568
2014.01.06,00:00,1.64147,1.64337,1.63370,1.64143,95980
2014.01.07,00:00,1.64143,1.64380,1.63740,1.63997,81920
2014.01.08,00:00,1.63997,1.64719,1.63763,1.64426,88524
2014.01.09,00:00,1.64426,1.64972,1.64410,1.64732,86268
2014.01.10,00:00,1.64734,1.65170,1.63805,1.64785,92464
2014.01.13,00:00,1.64866,1.65076,1.63469,1.63826,84468
2014.01.14,00:00,1.63826,1.64642,1.63673,1.64348,84900
2014.01.15,00:00,1.64348,1.64394,1.63215,1.63669,89664
2014.01.16,00:00,1.63668,1.63831,1.63141,1.63489,84864
2014.01.17,00:00,1.63489,1.64580,1.63090,1.64206,82496
2014.01.20,00:00,1.64150,1.64519,1.63949,1.64280,53492
2014.01.21,00:00,1.64270,1.64854,1.63993,1.64738,79276
2014.01.22,00:00,1.64738,1.65872,1.64505,1.65674,87024
2014.01.23,00:00,1.65675,1.66428,1.65566,1.66376,107036
2014.01.24,00:00,1.66376,1.66679,1.64772,1.64772,108196
2014.01.27,00:00,1.64765,1.65883,1.64736,1.65778,88372
2014.01.28,00:00,1.65778,1.66253,1.65357,1.65631,82056
2014.01.29,00:00,1.65631,1.66065,1.65253,1.65546,95040
2014.01.30,00:00,1.65546,1.65640,1.64448,1.64928,97580
2014.01.31,00:00,1.64928,1.64976,1.64272,1.64352,103860
2014.02.03,00:00,1.64291,1.64405,1.62902,1.63086,102712
2014.02.04,00:00,1.63086,1.63444,1.62566,1.63246,93396
2014.02.05,00:00,1.63246,1.63408,1.62522,1.63105,92840
2014.02.06,00:00,1.63107,1.63485,1.62724,1.63177,87296
2014.02.07,00:00,1.63177,1.64180,1.62997,1.64077,87028
2014.02.10,00:00,1.64081,1.64272,1.63827,1.64052,65852
2014.02.11,00:00,1.64052,1.64872,1.63922,1.64481,83400
2014.02.12,00:00,1.64480,1.66182,1.64255,1.66103,107528
2014.02.13,00:00,1.66108,1.66732,1.65999,1.66559,104512
2014.02.14,00:00,1.66564,1.67554,1.66441,1.67476,84296
2014.02.17,00:00,1.67584,1.68223,1.66956,1.67125,79480
2014.02.18,00:00,1.67125,1.67413,1.66551,1.66787,96336
2014.02.19,00:00,1.66792,1.67339,1.66367,1.66782,87876
2014.02.20,00:00,1.66787,1.66999,1.66250,1.66525,85556
2014.02.21,00:00,1.66526,1.67249,1.66112,1.66150,83500
2014.02.24,00:00,1.66315,1.66786,1.65834,1.66548,72932
2014.02.25,00:00,1.66548,1.67270,1.66421,1.66766,87592
2014.02.26,00:00,1.66769,1.67015,1.66216,1.66653,84624
2014.02.27,00:00,1.66653,1.66987,1.66163,1.66873,87120
2014.02.28,00:00,1.66873,1.67690,1.66760,1.67400,97176
2014.03.03,00:00,1.67386,1.67511,1.66530,1.66631,87464
2014.03.04,00:00,1.66633,1.67163,1.66410,1.66581,77376
2014.03.05,00:00,1.66581,1.67416,1.66564,1.67211,77604
2014.03.06,00:00,1.67211,1.67774,1.66853,1.67380,89072
2014.03.07,00:00,1.67379,1.67857,1.67066,1.67135,77224
2014.03.10,00:00,1.67214,1.67413,1.66220,1.66447,67300
2014.03.11,00:00,1.66452,1.66530,1.65962,1.66182,68812
2014.03.12,00:00,1.66182,1.66356,1.65685,1.66215,77760
2014.03.13,00:00,1.66215,1.67175,1.66066,1.66232,92588
2014.03.14,00:00,1.66232,1.66502,1.65872,1.66502,81148
2014.03.17,00:00,1.66343,1.66657,1.66046,1.66353,58148
2014.03.18,00:00,1.66355,1.66476,1.65457,1.65946,79832
2014.03.19,00:00,1.65946,1.66542,1.65079,1.65336,95144
2014.03.20,00:00,1.65341,1.65681,1.64800,1.65058,80836
2014.03.21,00:00,1.65058,1.65201,1.64754,1.64840,61104
2014.03.24,00:00,1.64849,1.65359,1.64655,1.64954,68364
2014.03.25,00:00,1.64956,1.65493,1.64811,1.65327,83664
2014.03.26,00:00,1.65324,1.65968,1.65093,1.65758,84804
2014.03.27,00:00,1.65762,1.66467,1.65551,1.66076,98140
2014.03.28,00:00,1.66076,1.66511,1.65988,1.66372,77972
2014.03.31,00:00,1.66419,1.66837,1.66114,1.66632,81684
2014.04.01,00:00,1.66631,1.66744,1.66183,1.66304,64452
2014.04.02,00:00,1.66306,1.66638,1.66204,1.66249,59680
2014.04.03,00:00,1.66249,1.66605,1.65701,1.65941,81400
2014.04.04,00:00,1.65941,1.66055,1.65539,1.65671,63584
2014.04.07,00:00,1.65714,1.66237,1.65653,1.66088,54016
2014.04.08,00:00,1.66087,1.67541,1.66064,1.67483,80788
2014.04.09,00:00,1.67482,1.68001,1.67241,1.67910,69788
2014.04.10,00:00,1.67910,1.68200,1.67543,1.67838,76044
2014.04.11,00:00,1.67837,1.67870,1.67171,1.67295,73560
2014.04.14,00:00,1.67386,1.67436,1.66964,1.67238,67084
2014.04.15,00:00,1.67237,1.67488,1.66583,1.67279,74944
2014.04.16,00:00,1.67278,1.68177,1.67198,1.67967,76648
2014.04.17,00:00,1.67965,1.68418,1.67868,1.67924,69244
2014.04.18,00:00,1.67926,1.68035,1.67741,1.67905,35184
2014.04.21,00:00,1.68004,1.68185,1.67830,1.67934,31664
2014.04.22,00:00,1.67934,1.68392,1.67857,1.68241,61628
2014.04.23,00:00,1.68241,1.68355,1.67626,1.67798,72444
2014.04.24,00:00,1.67798,1.68061,1.67652,1.68014,64544
2014.04.25,00:00,1.68014,1.68316,1.67897,1.67959,59140
2014.04.28,00:00,1.68025,1.68576,1.67773,1.68083,72872
2014.04.29,00:00,1.68079,1.68466,1.67924,1.68254,64556
2014.04.30,00:00,1.68253,1.69008,1.68060,1.68743,78108
2014.05.01,00:00,1.68743,1.69196,1.68714,1.68883,54160
2014.05.02,00:00,1.68885,1.68949,1.68221,1.68688,74876
2014.05.05,00:00,1.68751,1.68830,1.68531,1.68681,43680
2014.05.06,00:00,1.68676,1.69961,1.68660,1.69726,74428
2014.05.07,00:00,1.69725,1.69859,1.69509,1.69548,65404
2014.05.08,00:00,1.69548,1.69743,1.69237,1.69314,92528
2014.05.09,00:00,1.69312,1.69382,1.68321,1.68455,70976
2014.05.12,00:00,1.68518,1.69029,1.68469,1.68680,56912
2014.05.13,00:00,1.68677,1.68829,1.68187,1.68266,82024
2014.05.14,00:00,1.68265,1.68741,1.67534,1.67662,92424
2014.05.15,00:00,1.67661,1.68058,1.67320,1.67893,96460
2014.05.16,00:00,1.67890,1.68403,1.67831,1.68072,65780
2014.05.19,00:00,1.68228,1.68447,1.68052,1.68136,78148
2014.05.20,00:00,1.68141,1.68639,1.68021,1.68383,76520
2014.05.21,00:00,1.68380,1.69207,1.68316,1.68990,97468
2014.05.22,00:00,1.68988,1.69173,1.68514,1.68671,82908
2014.05.23,00:00,1.68668,1.68750,1.68128,1.68299,75080
2014.05.26,00:00,1.68344,1.68528,1.68262,1.68395,46824
2014.05.27,00:00,1.68395,1.68820,1.67825,1.68098,89580
2014.05.28,00:00,1.68097,1.68154,1.66976,1.67113,89424
2014.05.29,00:00,1.67112,1.67406,1.66928,1.67171,83272
2014.05.30,00:00,1.67167,1.67773,1.67152,1.67526,83556
2014.06.02,00:00,1.67601,1.67612,1.67241,1.67470,85108
2014.06.03,00:00,1.67467,1.67820,1.67305,1.67488,85464
2014.06.04,00:00,1.67487,1.67686,1.66986,1.67358,93608
2014.06.05,00:00,1.67355,1.68248,1.67225,1.68138,121604
2014.06.06,00:00,1.68139,1.68451,1.67807,1.67987,100460
2014.06.09,00:00,1.68078,1.68320,1.67837,1.68020,81624
2014.06.10,00:00,1.68019,1.68172,1.67425,1.67543,97712
2014.06.11,00:00,1.67542,1.68108,1.67379,1.67899,100808
2014.06.12,00:00,1.67897,1.69358,1.67867,1.69264,117344
2014.06.13,00:00,1.69262,1.69919,1.69215,1.69632,129428
2014.06.16,00:00,1.69740,1.70105,1.69592,1.69802,96112
2014.06.17,00:00,1.69800,1.69891,1.69375,1.69620,98108
2014.06.18,00:00,1.69613,1.70018,1.69204,1.69911,110456
2014.06.19,00:00,1.69911,1.70625,1.69843,1.70387,103432
2014.06.20,00:00,1.70387,1.70603,1.70029,1.70113,82036
2014.06.23,00:00,1.70185,1.70493,1.70018,1.70269,87760
2014.06.24,00:00,1.70266,1.70317,1.69655,1.69832,84900
2014.06.25,00:00,1.69830,1.70043,1.69522,1.69819,88996
2014.06.26,00:00,1.69815,1.70397,1.69710,1.70250,90840
2014.06.27,00:00,1.70250,1.70509,1.70067,1.70325,70756
2014.06.30,00:00,1.70336,1.71149,1.70084,1.71098,90116
2014.07.01,00:00,1.71097,1.71657,1.70959,1.71491,94032
2014.07.02,00:00,1.71490,1.71769,1.71401,1.71640,91212
2014.07.03,00:00,1.71640,1.71647,1.70989,1.71512,99804
2014.07.04,00:00,1.71512,1.71791,1.71311,1.71577,67184
2014.07.07,00:00,1.71626,1.71633,1.71081,1.71314,80016
2014.07.08,00:00,1.71314,1.71475,1.70851,1.71299,82320
2014.07.09,00:00,1.71299,1.71609,1.70942,1.71557,97872
2014.07.10,00:00,1.71557,1.71675,1.71047,1.71316,94932
2014.07.11,00:00,1.71315,1.71505,1.70936,1.70996,84844
2014.07.14,00:00,1.71194,1.71437,1.70697,1.70845,82576
2014.07.15,00:00,1.70844,1.71910,1.70592,1.71423,108324
2014.07.16,00:00,1.71420,1.71508,1.71124,1.71377,86684
2014.07.17,00:00,1.71375,1.71437,1.70853,1.71008,94384
2014.07.18,00:00,1.71007,1.71173,1.70361,1.70842,99684
2014.07.21,00:00,1.70804,1.70992,1.70556,1.70730,99328
2014.07.22,00:00,1.70730,1.70829,1.70413,1.70646,103184
2014.07.23,00:00,1.70645,1.70952,1.70240,1.70394,107520
2014.07.24,00:00,1.70389,1.70533,1.69662,1.69869,111580
2014.07.25,00:00,1.69868,1.69980,1.69610,1.69738,100988
2014.07.28,00:00,1.69763,1.70006,1.69724,1.69830,100432
2014.07.29,00:00,1.69828,1.69946,1.69333,1.69436,118020
2014.07.30,00:00,1.69434,1.69548,1.68893,1.69121,126516
2014.07.31,00:00,1.69119,1.69263,1.68569,1.68848,136156
2014.08.01,00:00,1.68847,1.68926,1.68140,1.68225,156308
2014.08.04,00:00,1.68245,1.68629,1.68136,1.68591,89460
2014.08.05,00:00,1.68590,1.68882,1.68449,1.68819,98976
2014.08.06,00:00,1.68816,1.68830,1.68213,1.68511,104952
2014.08.07,00:00,1.68514,1.68637,1.68231,1.68324,119912
2014.08.08,00:00,1.68322,1.68333,1.67664,1.67730,125236
2014.08.11,00:00,1.67731,1.67958,1.67702,1.67872,81368
2014.08.12,00:00,1.67870,1.68154,1.67569,1.68104,95844
2014.08.13,00:00,1.68104,1.68434,1.66851,1.66891,127108
2014.08.14,00:00,1.66890,1.66968,1.66572,1.66848,90896
2014.08.15,00:00,1.66847,1.67015,1.66764,1.66888,94132
2014.08.18,00:00,1.67159,1.67373,1.67122,1.67262,74400
2014.08.19,00:00,1.67261,1.67271,1.66109,1.66153,97872
2014.08.20,00:00,1.66151,1.66786,1.65896,1.65938,99972
2014.08.21,00:00,1.65937,1.66011,1.65638,1.65789,79716
2014.08.22,00:00,1.65789,1.65972,1.65611,1.65669,84712
2014.08.25,00:00,1.65414,1.65981,1.65389,1.65702,83380
2014.08.26,00:00,1.65701,1.65950,1.65385,1.65411,86100
2014.08.27,00:00,1.65408,1.66052,1.65363,1.65734,111396
2014.08.28,00:00,1.65734,1.66132,1.65669,1.65877,122192
2014.08.29,00:00,1.65877,1.66133,1.65626,1.65958,127580
2014.09.01,00:00,1.65898,1.66435,1.65855,1.66082,88668
2014.09.02,00:00,1.66081,1.66146,1.64671,1.64690,123240
2014.09.03,00:00,1.64688,1.64972,1.64395,1.64590,123860
2014.09.04,00:00,1.64586,1.64652,1.63058,1.63161,145200
2014.09.05,00:00,1.63163,1.63401,1.62806,1.63241,137232
2014.09.08,00:00,1.61858,1.62323,1.60926,1.60927,202616
2014.09.09,00:00,1.60929,1.61565,1.60591,1.61041,187496
2014.09.10,00:00,1.61040,1.62300,1.60518,1.62013,216788
2014.09.11,00:00,1.62014,1.62765,1.61854,1.62731,185096
2014.09.12,00:00,1.62729,1.62729,1.62044,1.62627,184272
2014.09.15,00:00,1.62700,1.62728,1.62206,1.62269,177112
2014.09.16,00:00,1.62269,1.63111,1.61618,1.62698,188900
2014.09.17,00:00,1.62695,1.63578,1.62483,1.62582,205684
2014.09.18,00:00,1.62577,1.64591,1.62461,1.64379,225900
2014.09.19,00:00,1.64379,1.65239,1.62829,1.62855,292596
2014.09.22,00:00,1.62902,1.63674,1.62897,1.63616,152980
2014.09.23,00:00,1.63612,1.64152,1.63025,1.63897,173724
2014.09.24,00:00,1.63896,1.64129,1.63270,1.63356,151980
2014.09.25,00:00,1.63355,1.63413,1.62758,1.63172,193664
2014.09.26,00:00,1.63172,1.63322,1.62375,1.62387,117952
2014.09.29,00:00,1.62368,1.62740,1.62138,1.62419,186804
2014.09.30,00:00,1.62417,1.62866,1.61664,1.62145,184276
2014.10.01,00:00,1.62143,1.62514,1.61613,1.61822,185324
2014.10.02,00:00,1.61820,1.62496,1.61122,1.61491,224640
2014.10.03,00:00,1.61489,1.61585,1.59516,1.59675,170244
2014.10.06,00:00,1.59674,1.60986,1.59535,1.60813,131208
2014.10.07,00:00,1.60812,1.61284,1.60255,1.60964,186892
2014.10.08,00:00,1.60963,1.61810,1.60316,1.61588,196564
2014.10.09,00:00,1.61585,1.62264,1.61040,1.61183,182128
2014.10.10,00:00,1.61183,1.61349,1.60083,1.60722,143276
2014.10.13,00:00,1.60671,1.61260,1.60505,1.60727,147228
2014.10.14,00:00,1.60726,1.60794,1.58972,1.59037,168796
2014.10.15,00:00,1.59037,1.60690,1.58747,1.60021,279316
2014.10.16,00:00,1.60021,1.60961,1.59410,1.60734,262500
2014.10.17,00:00,1.60736,1.61255,1.60290,1.60912,181636
2014.10.20,00:00,1.60941,1.61790,1.60797,1.61589,155404
2014.10.21,00:00,1.61587,1.61842,1.61097,1.61169,169080
2014.10.22,00:00,1.61169,1.61305,1.60110,1.60420,177760
2014.10.23,00:00,1.60417,1.60598,1.59944,1.60280,184060
2014.10.24,00:00,1.60278,1.60983,1.60163,1.60855,171740
2014.10.27,00:00,1.60927,1.61467,1.60857,1.61115,157956
2014.10.28,00:00,1.61114,1.61820,1.60878,1.61341,176872
2014.10.29,00:00,1.61341,1.61613,1.60025,1.60137,156648
